,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38
5058,0,0,0,0,871,0,0,100,0,0,476,0,146,100000006,100000006,0,100000006,100000006,-1,-1,-1,0,0,0,0,150,261,-1,-1,-1,399,427,274,576,0,256,-1,-1,-1
11812,0,0,0,0,0,0,0,0,0,47,0,155,0,0,0,0,779,287,91,127,0,0,10,0,0,0,0,0,0,62,169,430,213,37,0,301,-1,-1,-1
11859,0,637,0,0,0,200,0,208,0,100000003,100000003,203,355,0,465,0,29,0,251,0,0,441,0,0,-1,-1,-1,262,0,371,-1,-1,-1,-1,-1,-1,-1,-1,-1
16079,0,0,0,-1,-1,-1,0,0,0,0,100000006,100000006,-1,-1,-1,0,226,670,0,127,5,0,0,0,329,0,0,0,0,0,0,0,225,0,598,301,-1,-1,-1
16252,0,0,207,384,0,510,0,0,0,0,0,0,29,0,0,-1,-1,-1,98,127,0,0,561,0,0,0,0,169,0,0,169,0,213,261,0,301,-1,-1,-1
16517,0,0,0,57,0,631,-1,-1,-1,0,0,0,0,0,152,0,0,0,0,127,0,309,447,219,329,211,0,329,0,0,-1,-1,-1,100000003,100000003,301,-1,-1,-1
17560,-1,-1,-1,384,0,0,0,0,0,0,0,0,-1,-1,-1,0,0,439,321,127,0,0,0,0,0,0,0,472,0,0,169,0,213,261,0,301,-1,-1,-1
17635,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,-1,0,0,0,-1,-1,-1,0,0,0,14,214,0,-1,-1,-1,169,68,213,100000003,100000003,301,-1,-1,-1
17767,0,0,0,0,0,73,190,0,0,483,0,0,0,0,0,0,337,0,91,127,642,0,0,43,0,0,0,0,0,0,169,457,213,0,0,301,-1,-1,-1
17981,0,0,207,384,0,510,0,0,0,0,0,0,0,0,162,0,0,439,98,127,0,0,0,0,0,0,0,169,0,0,169,10,213,261,0,301,-1,-1,-1
18936,0,0,0,0,0,0,-1,-1,-1,0,0,0,0,99,0,0,71,0,0,127,0,0,89,0,0,75,0,106,0,0,0,0,321,-1,-1,-1,-1,-1,-1
20143,0,0,207,0,0,0,0,0,0,-1,-1,-1,0,0,170,-1,-1,-1,0,127,0,495,0,0,0,395,0,556,0,324,169,715,213,261,0,301,-1,-1,-1
20416,-1,-1,-1,850,0,0,0,0,63,0,0,0,-1,-1,-1,341,0,15,240,0,432,0,184,362,0,0,0,247,16,0,-1,-1,-1,100000003,100000003,80,-1,-1,-1
22969,0,0,207,0,0,0,0,0,0,0,0,0,0,0,170,0,0,0,0,127,0,-1,-1,-1,0,0,0,622,0,0,169,767,213,261,0,301,-1,-1,-1
23778,0,0,0,0,0,0,0,0,563,0,0,430,0,0,0,0,353,0,50,127,0,0,59,0,626,0,291,0,0,730,169,6,213,0,0,301,-1,-1,-1
23855,0,0,0,0,0,0,100000003,100000003,0,0,0,0,-1,-1,-1,0,164,0,0,127,0,300,0,0,0,202,0,0,39,1,169,0,213,-1,-1,-1,-1,-1,-1
24261,0,0,0,0,0,0,0,0,49,-1,-1,-1,0,0,0,-1,-1,-1,91,127,0,37,133,0,664,0,0,100000003,100000003,0,169,0,213,37,0,301,-1,-1,-1
25687,0,0,207,384,0,0,0,0,0,-1,-1,-1,0,0,0,0,323,439,321,127,0,0,0,0,0,0,0,0,23,0,169,0,213,261,0,301,-1,-1,-1
26395,0,0,0,0,0,200,0,0,0,0,0,0,0,32,465,-1,-1,-1,251,0,0,0,202,0,44,100000006,100000006,100000003,100000003,0,139,0,125,100000003,100000003,301,-1,-1,-1
26425,0,0,207,0,0,0,0,0,0,0,0,0,0,0,0,680,726,108,0,127,0,0,0,0,312,0,0,0,257,168,-1,-1,-1,261,0,301,-1,-1,-1
27550,0,0,0,-1,-1,-1,0,0,0,0,0,0,-1,-1,-1,10,0,0,102,127,0,421,368,0,215,0,457,0,113,86,169,0,213,-1,-1,-1,-1,-1,-1
29047,0,0,0,0,871,0,362,622,0,0,0,0,146,0,0,0,0,0,-1,-1,-1,0,0,0,82,150,0,0,100000006,100000006,399,427,398,0,69,165,-1,-1,-1
30152,0,33,0,0,0,200,73,0,0,0,0,383,0,0,0,0,0,0,251,0,0,-1,-1,-1,44,0,0,597,151,0,0,497,125,0,690,301,-1,-1,-1
