,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38
4015,0,3,0,-1,-1,-1,4,0,0,-1,-1,-1,0,0,4,0,206,663,-1,-1,-1,-1,-1,-1,100000003,100000003,0,0,67,0,-1,-1,-1,946,0,59,100000003,100000003,458
5434,0,525,0,0,0,0,4,542,0,20,0,0,0,0,0,0,0,0,0,0,793,-1,-1,-1,-1,-1,-1,452,406,0,680,0,295,13,0,0,100000003,100000003,657
5990,0,0,0,-1,-1,-1,-1,-1,-1,89,0,0,0,0,0,51,0,358,0,0,793,-1,-1,-1,-1,-1,-1,0,0,355,680,0,176,226,0,337,-1,-1,-1
10683,0,0,0,-1,-1,-1,4,0,0,0,360,0,0,0,0,0,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,552,680,108,176,226,430,126,100000003,100000003,26
11494,0,0,0,-1,-1,-1,4,0,672,0,561,0,318,0,0,-1,-1,-1,120,0,793,-1,-1,-1,0,0,0,-1,-1,-1,680,246,176,226,512,125,100000003,100000003,26
12790,0,0,0,-1,-1,-1,4,0,0,0,283,0,0,0,0,0,213,0,35,0,793,-1,-1,-1,245,0,0,-1,-1,-1,-1,-1,-1,226,0,0,100000003,100000003,26
13052,0,0,0,0,0,0,4,47,0,-1,-1,-1,-1,-1,-1,0,0,0,0,0,793,-1,-1,-1,100000003,100000003,685,104,172,0,-1,-1,-1,273,37,0,100000003,100000003,458
13063,0,0,0,-1,-1,-1,4,0,0,0,0,0,0,319,0,-1,-1,-1,100000003,100000003,793,-1,-1,-1,100000003,100000003,1,104,76,323,680,508,7,0,0,0,-1,-1,-1
13277,0,3,0,-1,-1,-1,4,38,500,-1,-1,-1,0,0,0,78,206,0,118,0,793,-1,-1,-1,100000003,100000003,192,-1,-1,-1,680,26,183,-1,-1,-1,100000003,100000003,458
13509,0,0,0,-1,-1,-1,4,0,0,-1,-1,-1,0,0,0,0,0,0,0,0,793,-1,-1,-1,-1,-1,-1,-1,-1,-1,680,0,176,226,151,210,-1,-1,-1
