,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38
2735,0,0,3,-1,-1,-1,0,97,0,0,0,0,-1,-1,-1,-1,-1,-1,0,78,493,456,694,289,-1,-1,-1,783,259,616,0,540,618,0,696,0,100000003,100000003,35
6126,-1,-1,-1,0,0,0,147,0,219,0,191,515,283,89,53,992,25,92,-1,-1,-1,456,35,0,0,384,0,-1,-1,-1,634,168,0,-1,-1,-1,0,25,247
6314,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1,-1,-1,0,0,0,0,100000006,100000006,319,71,0,0,384,221,494,148,376,0,370,35,256,284,0,0,156,0
7081,0,0,0,0,0,0,0,0,54,100000005,-1,100000005,-1,-1,-1,0,0,79,74,0,0,0,71,635,59,384,221,0,148,376,262,370,0,-1,-1,-1,65,156,17
8048,0,0,0,0,0,0,0,275,0,0,0,0,0,148,0,230,156,0,120,24,0,236,71,0,0,384,416,0,148,0,0,100000006,100000006,0,731,46,-1,-1,-1
9369,0,0,3,0,0,0,0,0,0,0,0,35,0,0,13,249,644,0,0,0,506,456,279,0,26,384,11,368,123,616,0,0,0,0,54,905,100000005,-1,100000005
9806,0,0,0,-1,-1,-1,-1,-1,-1,100000005,-1,100000005,-1,-1,-1,-1,-1,-1,74,0,57,0,71,0,0,384,221,55,148,376,262,370,33,-1,-1,-1,65,156,242
10022,0,0,3,0,0,0,275,0,0,0,0,0,0,445,235,41,25,0,0,0,617,-1,-1,-1,253,384,2,0,171,616,404,145,64,-1,-1,-1,0,270,227
13313,0,0,3,167,0,0,-1,-1,-1,0,0,493,0,0,0,0,25,0,100000003,100000003,0,456,0,62,0,384,796,169,159,616,-1,-1,-1,207,491,829,257,270,0
18131,0,0,3,100000005,-1,100000005,0,0,0,0,0,0,0,0,0,0,25,0,100000005,-1,100000005,456,0,62,196,384,796,59,159,616,404,0,287,207,491,0,85,270,0
18238,0,0,0,0,0,0,42,0,0,100000005,-1,100000005,-1,-1,-1,0,0,0,74,0,95,0,71,0,597,384,221,48,148,376,0,370,0,-1,-1,-1,36,156,865
18933,0,0,0,0,55,1,4,275,0,0,175,0,-1,-1,-1,0,0,214,-1,-1,-1,236,71,138,0,384,147,46,148,120,399,100000006,100000006,219,731,46,-1,-1,-1
19135,0,0,3,0,0,67,-1,-1,-1,100000005,-1,100000005,38,0,0,333,0,0,0,48,0,456,465,0,5,384,15,0,286,616,100000003,100000003,269,0,100000006,100000006,369,241,379
20417,-1,-1,-1,663,109,0,0,0,0,381,342,35,0,0,0,0,0,0,0,92,506,456,0,0,0,384,28,0,15,616,0,100000006,100000006,0,487,905,0,328,0
20845,0,0,3,0,0,496,0,0,32,100000005,-1,100000005,-1,-1,-1,0,9,0,0,47,1,-1,-1,-1,0,384,0,0,549,616,100000003,100000003,0,0,839,4,0,0,379
21288,0,0,3,-1,-1,-1,0,0,0,0,0,0,-1,-1,-1,0,25,0,0,0,0,456,5,62,53,384,796,267,159,616,404,939,179,207,491,37,-1,-1,-1
21769,-1,-1,-1,0,0,0,0,0,688,0,697,0,0,140,0,0,25,924,0,0,0,456,40,62,6,384,529,-1,-1,-1,404,67,443,-1,-1,-1,0,270,44
22287,0,0,0,131,0,0,0,0,0,0,0,0,-1,-1,-1,0,0,0,0,182,0,0,71,0,0,384,0,0,148,0,0,89,18,0,122,626,0,202,163
22576,0,0,0,0,341,179,191,432,0,100000005,-1,100000005,-1,-1,-1,0,0,0,0,7,451,67,71,196,0,384,221,0,148,376,224,370,0,100000005,-1,100000005,0,156,397
