,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38
1979,0,30,0,-1,-1,-1,45,0,0,0,11,22,50,0,0,0,1,55,-1,-1,-1,-1,-1,-1,45,5,36,100000005,-1,100000005,-1,-1,-1,0,37,42,100000005,-1,100000005
3091,0,13,0,0,0,0,0,15,0,0,15,34,32,0,11,0,0,0,9,4,0,-1,-1,-1,72,0,1,0,0,14,0,47,0,-1,-1,-1,5,36,12
4251,0,0,0,0,0,0,0,0,0,0,17,22,15,100000006,100000006,0,0,0,0,0,11,0,0,0,0,0,69,0,39,0,-1,-1,-1,1,37,0,-1,-1,-1
8017,0,30,24,0,0,0,-1,-1,-1,0,16,22,0,0,0,10,0,1,0,25,0,0,0,0,45,2,0,100000005,-1,100000005,-1,-1,-1,-1,-1,-1,100000005,-1,100000005
8956,0,30,10,1,0,4,-1,-1,-1,0,0,22,50,0,25,0,1,55,17,7,0,42,12,0,45,6,0,0,0,22,-1,-1,-1,10,37,19,100000005,-1,100000005
10820,0,0,0,0,0,0,0,0,5,0,36,0,17,0,0,0,8,0,0,100000006,100000006,100000003,100000003,0,27,16,0,100000003,100000003,0,3,5,47,-1,-1,-1,33,100000006,100000006
11011,-1,-1,-1,37,23,27,-1,-1,-1,100000005,-1,100000005,-1,-1,-1,0,0,0,0,0,0,100000003,100000003,40,13,0,2,100000003,100000003,49,3,36,8,-1,-1,-1,22,2,48
12297,0,0,0,0,0,0,-1,-1,-1,0,0,0,21,0,8,100000005,-1,100000005,66,0,0,-1,-1,-1,13,0,0,100000003,100000003,49,3,0,21,7,100000006,100000006,0,2,27
12395,0,0,0,0,14,0,57,0,2,2,0,0,0,0,0,0,29,0,35,0,0,100000003,100000003,48,-1,-1,-1,100000003,100000003,49,-1,-1,-1,7,36,34,25,2,8
12466,0,0,0,-1,-1,-1,0,0,0,100000005,-1,100000005,34,0,0,-1,-1,-1,16,3,36,100000003,100000003,0,13,24,2,100000003,100000003,49,3,100000006,100000006,0,61,28,22,2,48
15242,-1,-1,-1,0,25,2,0,0,0,0,0,0,0,0,0,39,0,0,3,9,0,100000003,100000003,0,-1,-1,-1,100000003,100000003,49,3,0,1,100000005,-1,100000005,100000005,-1,100000005
15304,0,0,4,-1,-1,-1,0,20,1,0,18,0,-1,-1,-1,0,14,62,2,1,0,100000003,100000003,3,13,0,2,100000003,100000003,49,3,0,46,45,0,0,35,2,8
15807,-1,-1,-1,0,63,2,17,0,0,0,7,0,0,0,0,0,0,32,100000005,-1,100000005,100000003,100000003,0,13,0,2,100000003,100000003,49,3,18,0,100000005,-1,100000005,-1,-1,-1
16752,0,0,0,0,2,34,0,0,0,100000005,-1,100000005,0,0,0,0,0,0,0,13,0,100000003,100000003,0,13,0,2,100000003,100000003,49,3,0,0,-1,-1,-1,22,2,48
19116,0,0,0,-1,-1,-1,-1,-1,-1,2,0,59,-1,-1,-1,-1,-1,-1,0,0,2,100000003,100000003,0,13,0,2,-1,-1,-1,3,0,0,-1,-1,-1,35,2,0
19675,0,0,0,0,0,0,-1,-1,-1,0,2,22,0,0,2,0,0,0,0,0,0,24,0,0,-1,-1,-1,0,0,0,-1,-1,-1,11,37,41,20,35,0
20173,0,0,0,15,23,0,0,0,15,100000005,-1,100000005,27,0,0,45,0,0,0,0,71,100000003,100000003,0,13,0,2,-1,-1,-1,3,0,8,37,7,28,22,2,48
20208,0,0,25,0,56,0,18,0,5,0,36,0,6,0,0,-1,-1,-1,0,32,0,100000003,100000003,0,27,11,0,-1,-1,-1,3,1,41,28,38,42,2,100000006,100000006
20539,0,0,0,0,0,0,0,20,0,0,0,0,0,0,1,0,0,0,0,0,0,-1,-1,-1,13,46,2,100000003,100000003,49,3,0,46,45,100000006,100000006,42,2,8
20575,-1,-1,-1,19,0,0,0,20,0,-1,-1,-1,0,0,0,0,0,0,51,0,0,100000003,100000003,0,13,46,2,100000003,100000003,49,3,0,46,-1,-1,-1,42,2,8
21284,0,0,0,6,0,0,0,0,2,2,0,0,68,0,10,0,0,0,85,0,0,100000003,100000003,0,-1,-1,-1,100000003,100000003,49,-1,-1,-1,7,36,9,25,2,34
21764,0,0,0,0,0,0,-1,-1,-1,2,0,0,-1,-1,-1,0,0,0,85,0,0,100000003,100000003,32,13,22,2,100000003,100000003,49,-1,-1,-1,-1,-1,-1,25,2,34
22644,-1,-1,-1,0,82,0,0,20,13,0,42,0,0,0,46,0,0,68,0,7,0,100000003,100000003,0,13,0,2,100000003,100000003,49,3,0,46,45,6,0,42,2,8
23579,-1,-1,-1,0,0,40,9,0,33,0,0,22,0,0,0,52,4,0,-1,-1,-1,38,0,0,-1,-1,-1,0,27,0,-1,-1,-1,100000005,-1,100000005,12,5,21
25158,0,0,0,0,2,0,0,0,1,-1,-1,-1,10,0,0,0,23,0,0,0,57,0,0,9,0,9,4,32,55,0,-1,-1,-1,6,37,0,100000005,-1,100000005
25328,0,0,0,0,0,59,0,0,2,2,38,0,0,0,1,0,0,0,85,30,30,100000003,100000003,27,13,22,2,100000003,100000003,49,-1,-1,-1,7,36,0,-1,-1,-1
25408,0,0,0,-1,-1,-1,-1,-1,-1,2,0,0,0,3,17,0,0,0,0,0,0,100000003,100000003,0,13,22,2,100000003,100000003,49,3,4,96,-1,-1,-1,3,2,5
25759,0,0,0,0,0,0,0,0,38,-1,-1,-1,11,0,0,-1,-1,-1,0,0,0,100000003,100000003,0,13,3,2,100000003,100000003,49,3,0,0,7,36,0,0,2,14
25922,0,0,0,0,0,0,-1,-1,-1,2,0,0,0,0,0,0,29,0,0,0,0,100000003,100000003,48,13,22,2,100000003,100000003,49,-1,-1,-1,7,36,34,-1,-1,-1
25984,0,0,0,3,0,0,0,14,0,-1,-1,-1,-1,-1,-1,67,0,0,33,0,57,0,1,4,3,0,0,0,3,0,-1,-1,-1,0,37,8,22,44,9
26649,-1,-1,-1,0,63,2,0,0,0,8,7,0,-1,-1,-1,0,0,32,27,9,0,100000003,100000003,0,13,0,2,100000003,100000003,49,3,10,5,100000005,-1,100000005,0,2,5
27442,0,0,40,0,0,0,0,0,2,2,38,0,0,42,0,0,0,0,85,0,30,100000003,100000003,0,13,22,2,100000003,100000003,49,-1,-1,-1,7,36,0,25,2,34
28335,0,0,0,1,0,0,0,0,25,2,0,0,7,0,0,0,0,0,39,29,0,100000003,100000003,0,13,0,2,100000003,100000003,49,3,50,0,7,34,12,22,2,64
29198,0,0,0,-1,-1,-1,27,0,16,0,27,0,32,26,0,-1,-1,-1,-1,-1,-1,0,0,0,0,6,1,25,4,0,11,0,4,93,35,72,-1,-1,-1
29685,0,30,24,0,0,0,0,5,0,0,16,22,0,0,40,4,0,0,0,0,0,0,1,0,-1,-1,-1,100000005,-1,100000005,-1,-1,-1,0,37,16,100000005,-1,100000005
30086,0,0,0,0,0,0,46,15,0,0,0,22,0,5,0,-1,-1,-1,0,0,0,0,0,0,0,0,0,51,65,0,-1,-1,-1,0,37,0,20,13,36
