,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38
3285,0,0,0,7,0,0,0,57,0,16,0,0,42,0,0,-1,-1,-1,0,14,0,0,37,3,5,100000006,100000006,0,41,0,0,4,2,-1,-1,-1,0,19,19
8011,-1,-1,-1,0,0,0,13,1,0,14,0,44,18,26,0,0,11,0,0,0,0,0,17,19,0,26,0,0,2,8,13,6,4,0,0,0,13,1,14
9618,-1,-1,-1,0,0,0,0,0,33,-1,-1,-1,0,0,0,11,0,0,0,53,0,2,100000006,100000006,0,76,0,8,0,0,100000005,-1,100000005,-1,-1,-1,-1,-1,-1
10591,0,0,0,0,0,0,0,1,0,5,11,44,20,0,25,41,0,0,-1,-1,-1,0,62,0,51,7,3,7,0,8,8,6,18,-1,-1,-1,-1,-1,-1
10776,0,0,0,-1,-1,-1,0,32,0,18,42,23,-1,-1,-1,2,0,0,0,0,0,0,60,3,0,100000006,100000006,-1,-1,-1,0,14,0,0,14,2,26,10,19
14247,0,0,0,0,0,0,-1,-1,-1,0,0,0,0,0,66,0,0,0,16,0,76,-1,-1,-1,0,22,4,0,45,23,19,0,0,32,7,26,43,14,19
14898,0,0,26,7,11,0,-1,-1,-1,0,33,26,-1,-1,-1,33,0,12,0,4,0,0,22,3,34,100000006,100000006,0,0,14,30,2,26,-1,-1,-1,26,34,19
15278,-1,-1,-1,7,0,0,-1,-1,-1,16,84,0,1,0,0,0,0,0,0,0,0,0,0,3,-1,-1,-1,100000005,-1,100000005,0,56,2,100000005,-1,100000005,0,7,19
16216,0,0,0,0,18,14,0,46,0,0,70,67,0,0,0,28,0,0,0,0,13,0,0,0,16,0,47,8,0,0,13,15,0,100000005,-1,100000005,-1,-1,-1
16435,0,0,0,7,0,0,-1,-1,-1,16,84,0,-1,-1,-1,0,0,0,0,0,0,68,0,3,-1,-1,-1,100000005,-1,100000005,0,56,2,100000005,-1,100000005,0,7,19
17387,0,0,5,7,0,0,-1,-1,-1,16,84,0,0,3,0,0,0,0,0,0,0,0,0,3,12,100000006,100000006,100000005,-1,100000005,0,56,2,-1,-1,-1,43,7,19
18192,0,0,54,-1,-1,-1,3,46,0,9,0,44,-1,-1,-1,0,18,0,16,0,0,22,61,0,0,24,17,0,100000006,100000006,-1,-1,-1,-1,-1,-1,18,28,76
18492,0,0,0,0,0,0,5,1,0,25,11,44,0,0,0,-1,-1,-1,-1,-1,-1,5,0,0,0,38,3,0,29,8,46,6,62,65,40,0,13,4,1
20425,0,0,2,4,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,6,-1,-1,-1,0,0,22,0,3,0,100000005,-1,100000005,0,0,24,100000005,-1,100000005,35,1,77
20900,0,0,0,0,0,18,0,3,0,0,0,0,0,35,0,0,0,6,-1,-1,-1,-1,-1,-1,35,3,0,0,80,11,18,0,24,36,41,13,35,1,0
21009,0,9,0,-1,-1,-1,-1,-1,-1,0,10,44,-1,-1,-1,-1,-1,-1,0,0,1,0,0,0,0,100000006,100000006,14,27,4,8,6,0,14,5,13,36,0,2
21333,-1,-1,-1,0,0,0,0,16,0,0,10,44,0,32,0,0,0,0,-1,-1,-1,-1,-1,-1,5,100000006,100000006,14,12,4,-1,-1,-1,14,5,3,36,2,0
22623,0,0,0,-1,-1,-1,0,1,4,100000003,100000003,13,41,0,0,0,0,0,100000005,-1,100000005,5,1,0,32,0,0,0,27,0,4,0,12,20,33,11,10,0,19
22894,-1,-1,-1,0,0,0,0,0,21,11,16,0,4,14,0,16,0,0,0,55,63,0,1,0,0,36,74,0,11,10,2,0,24,-1,-1,-1,31,1,18
23051,0,0,0,0,0,0,-1,-1,-1,0,0,44,0,49,2,0,0,17,0,5,0,22,13,14,8,7,17,0,100000006,100000006,5,4,8,89,0,15,-1,-1,-1
23503,0,9,0,0,52,0,0,16,0,0,0,44,0,0,0,100000005,-1,100000005,0,0,9,-1,-1,-1,6,100000006,100000006,-1,-1,-1,8,0,0,14,57,18,36,0,19
23539,0,0,54,0,0,0,0,46,0,-1,-1,-1,100000003,100000003,2,0,0,0,0,0,0,22,9,0,15,0,17,0,100000006,100000006,29,0,8,89,82,0,18,0,76
23874,0,0,0,7,0,0,0,1,60,0,24,0,0,18,0,0,0,34,-1,-1,-1,0,60,3,0,100000006,100000006,100000003,100000003,44,50,0,75,33,14,83,26,72,19
23938,0,0,0,-1,-1,-1,-1,-1,-1,0,0,0,74,0,33,0,0,0,-1,-1,-1,0,0,5,0,0,28,0,58,0,4,23,1,-1,-1,-1,0,29,19
24409,-1,-1,-1,-1,-1,-1,-1,-1,-1,22,0,44,42,0,22,-1,-1,-1,-1,-1,-1,7,0,0,25,100000006,100000006,0,44,4,8,0,0,14,0,15,36,12,0
24651,0,0,0,0,0,26,0,0,0,14,0,44,0,0,0,0,7,0,33,0,59,-1,-1,-1,0,0,10,48,28,15,2,2,8,41,35,48,0,72,76
25836,-1,-1,-1,12,0,0,0,3,0,0,0,0,0,35,0,0,23,6,53,47,0,12,0,15,15,3,0,0,28,10,0,34,24,-1,-1,-1,35,1,2
26171,-1,-1,-1,0,11,0,0,16,0,6,0,44,0,0,0,0,0,47,0,0,0,0,0,27,41,100000006,100000006,0,0,4,8,12,0,-1,-1,-1,-1,-1,-1
26800,0,0,0,0,0,0,0,0,0,-1,-1,-1,53,5,2,0,46,43,0,0,7,54,0,73,33,0,0,27,100000006,100000006,19,67,8,89,2,12,18,7,76
27281,0,0,0,7,0,0,0,0,0,-1,-1,-1,-1,-1,-1,26,0,0,-1,-1,-1,-1,-1,-1,18,100000006,100000006,0,0,3,1,16,1,-1,-1,-1,26,0,19
27783,-1,-1,-1,-1,-1,-1,0,0,0,0,0,0,74,0,33,21,0,0,0,0,0,-1,-1,-1,0,0,0,0,58,0,4,23,1,0,33,16,0,29,19
28415,0,0,0,0,0,0,-1,-1,-1,0,0,0,0,0,18,0,1,0,100000005,-1,100000005,0,0,3,0,45,21,0,45,0,-1,-1,-1,0,0,22,15,33,19
30283,0,75,0,7,0,0,-1,-1,-1,0,9,0,0,18,24,0,0,34,-1,-1,-1,0,60,3,0,100000006,100000006,-1,-1,-1,-1,-1,-1,33,14,83,26,72,19
30390,0,75,0,7,0,0,-1,-1,-1,54,0,0,0,18,0,0,0,34,-1,-1,-1,0,60,3,0,100000006,100000006,66,0,44,0,23,0,33,14,83,-1,-1,-1
30689,-1,-1,-1,0,9,0,0,0,33,0,17,44,0,0,2,-1,-1,-1,9,6,0,0,79,0,0,5,62,0,100000006,100000006,22,25,8,89,9,11,18,0,76
31227,0,0,0,35,0,0,0,0,0,29,10,44,0,0,42,-1,-1,-1,0,26,0,0,0,40,-1,-1,-1,0,28,0,0,2,8,41,71,11,-1,-1,-1
31521,0,0,0,7,0,0,0,0,60,3,6,0,-1,-1,-1,0,0,34,-1,-1,-1,55,60,3,0,100000006,100000006,-1,-1,-1,0,0,75,33,14,83,26,72,19
31700,-1,-1,-1,-1,-1,-1,0,16,26,0,32,44,0,0,0,29,10,0,73,33,0,0,0,60,25,100000006,100000006,2,44,4,8,0,41,14,0,20,-1,-1,-1
32105,0,36,0,-1,-1,-1,0,47,0,0,0,0,0,18,0,0,11,0,-1,-1,-1,0,53,3,0,100000006,100000006,0,62,3,0,24,0,-1,-1,-1,26,34,19
33106,0,9,0,0,0,0,0,16,10,0,4,44,0,0,22,1,0,0,0,8,33,0,0,0,4,100000006,100000006,0,25,4,8,0,20,39,64,43,36,3,9
33394,0,9,0,-1,-1,-1,0,16,0,0,10,44,0,0,0,9,0,0,0,0,0,50,0,0,0,100000006,100000006,14,0,4,8,0,52,14,5,3,36,18,20
33614,0,0,0,0,0,30,-1,-1,-1,0,47,0,4,0,47,61,0,3,0,0,35,37,0,0,6,14,74,0,36,1,18,48,24,0,41,1,-1,-1,-1
