,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38
6458,0,0,16,4,0,0,6,100000006,100000006,-1,-1,-1,-1,-1,-1,0,33,0,-1,-1,-1,62,0,1,0,0,29,0,0,45,8,0,0,-1,-1,-1,22,5,7
9713,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,-1,0,0,7,0,0,26,28,0,1,-1,-1,-1,-1,-1,-1,0,46,0,0,6,5,19,2,7
10701,0,11,0,0,0,0,0,0,0,35,59,0,0,4,13,31,16,0,2,70,26,0,0,1,26,0,29,-1,-1,-1,0,46,0,5,6,39,0,11,7
13011,12,0,0,0,0,0,-1,-1,-1,31,0,0,-1,-1,-1,-1,-1,-1,0,16,26,-1,-1,-1,0,0,29,0,1,2,100000005,-1,100000005,-1,-1,-1,0,0,7
14039,0,0,0,0,15,0,0,0,0,-1,-1,-1,0,77,13,0,0,0,25,0,26,0,0,1,0,0,29,0,0,12,8,2,0,100000003,100000003,5,22,61,7
16857,0,0,6,0,0,0,0,0,0,35,0,0,0,0,13,31,79,0,2,0,26,11,0,1,26,0,29,-1,-1,-1,0,46,0,13,6,23,7,0,7
16863,0,0,2,0,0,0,0,0,63,0,0,0,-1,-1,-1,0,49,0,0,16,26,0,39,1,25,19,29,0,1,1,-1,-1,-1,15,6,6,0,0,7
18624,0,0,0,0,0,22,56,0,14,0,0,0,21,0,13,0,33,17,0,34,26,0,0,1,-1,-1,-1,9,1,3,33,46,40,15,6,0,0,22,7
18882,0,0,0,0,58,0,0,3,0,22,34,0,0,0,0,0,16,9,23,0,26,0,0,0,-1,-1,-1,0,0,60,0,10,68,-1,-1,-1,100000003,100000003,7
21344,0,0,0,0,0,0,0,0,0,-1,-1,-1,0,0,13,0,0,0,0,16,26,0,0,1,0,0,29,-1,-1,-1,57,46,10,15,6,34,-1,-1,-1
21459,0,0,0,0,0,0,-1,-1,-1,0,34,0,0,0,0,-1,-1,-1,0,26,26,0,0,61,37,3,0,3,72,3,0,3,68,100000005,-1,100000005,100000003,100000003,7
22265,0,0,0,4,0,0,0,0,0,-1,-1,-1,5,0,13,0,0,0,64,0,26,0,0,1,-1,-1,-1,0,0,0,8,0,6,100000003,100000003,0,22,0,7
22566,0,0,0,0,0,3,-1,-1,-1,-1,-1,-1,7,0,13,0,4,0,25,78,26,0,0,1,24,0,29,17,0,0,8,0,8,100000003,100000003,0,-1,-1,-1
22988,0,0,0,0,0,0,0,35,0,0,17,0,80,0,13,0,0,0,0,0,26,0,0,1,79,0,29,-1,-1,-1,0,46,0,0,6,63,57,26,7
24379,0,0,0,0,0,0,0,0,0,0,0,3,38,0,13,0,0,2,0,0,26,-1,-1,-1,0,3,29,-1,-1,-1,0,46,9,26,6,26,78,26,7
24929,0,0,0,0,0,0,0,0,0,-1,-1,-1,0,6,13,31,0,0,2,0,26,0,0,1,26,0,29,-1,-1,-1,0,46,46,13,6,23,15,0,7
24994,0,0,0,4,0,0,6,0,0,-1,-1,-1,0,47,13,0,0,0,-1,-1,-1,0,0,1,0,11,29,0,77,45,8,11,8,100000003,100000003,0,22,28,7
26234,-1,-1,-1,0,0,0,0,3,0,5,34,0,0,0,0,0,0,9,0,26,26,0,0,5,37,0,0,-1,-1,-1,0,3,68,100000005,-1,100000005,100000003,100000003,7
26945,0,0,0,0,3,0,0,0,51,-1,-1,-1,0,10,13,0,0,0,-1,-1,-1,0,0,1,0,0,29,-1,-1,-1,-1,-1,-1,100000003,100000003,0,22,61,7
27330,0,0,0,0,58,0,0,3,0,6,34,12,0,0,0,0,0,9,-1,-1,-1,38,0,0,0,0,0,0,0,60,0,0,68,-1,-1,-1,100000003,100000003,7
