,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38
9589,0,0,0,-1,-1,-1,0,11,0,37,0,0,35,0,0,44,26,0,13,59,0,0,0,0,32,7,2,47,100000006,100000006,1,1,0,100000003,100000003,0,0,0,28
11073,0,0,0,40,53,0,33,11,0,0,0,0,-1,-1,-1,9,26,0,-1,-1,-1,15,0,0,19,7,0,47,0,0,0,5,15,100000003,100000003,0,86,28,28
12575,0,0,0,-1,-1,-1,0,11,0,15,0,0,0,0,0,0,26,0,13,75,13,0,37,0,0,7,0,47,60,26,28,0,0,100000003,100000003,0,86,59,28
14881,0,0,27,0,2,5,-1,-1,-1,0,0,1,0,0,0,52,26,18,13,0,0,0,0,0,-1,-1,-1,47,24,15,0,0,19,100000003,100000003,27,86,3,28
17290,0,0,11,0,0,0,0,11,69,0,0,0,0,0,0,0,26,88,13,0,0,41,0,0,0,7,0,47,0,0,0,4,0,100000003,100000003,62,86,14,28
18551,0,0,27,0,2,0,16,11,0,38,0,1,0,0,0,52,26,18,13,0,0,0,0,11,18,7,46,47,24,15,0,0,0,100000003,100000003,27,86,16,28
18697,0,0,27,0,2,0,16,11,0,-1,-1,-1,-1,-1,-1,52,26,18,13,0,0,0,0,0,18,7,0,-1,-1,-1,-1,-1,-1,100000003,100000003,27,86,33,28
19437,0,0,37,0,100000006,100000006,0,11,0,0,0,0,0,0,9,22,26,0,13,0,33,62,0,0,0,7,0,47,0,0,3,0,54,100000003,100000003,14,86,28,28
19533,-1,-1,-1,0,0,0,0,11,8,9,9,0,0,0,16,0,26,41,13,0,33,-1,-1,-1,20,7,28,47,10,3,75,3,0,100000003,100000003,55,86,28,28
20834,0,0,0,-1,-1,-1,0,11,0,-1,-1,-1,0,0,0,0,26,0,13,6,0,58,83,0,0,7,2,47,31,0,0,0,29,100000003,100000003,4,-1,-1,-1
21046,0,37,0,-1,-1,-1,0,11,2,0,25,0,0,0,0,0,26,36,13,0,10,0,0,3,-1,-1,-1,47,31,0,-1,-1,-1,-1,-1,-1,-1,-1,-1
21072,0,0,0,0,2,0,16,11,0,0,0,0,0,0,0,52,26,18,13,23,0,0,0,59,0,7,0,47,24,48,0,0,63,100000003,100000003,54,-1,-1,-1
21416,30,0,0,0,44,0,0,11,0,0,0,46,0,0,1,0,26,0,13,0,0,0,0,0,18,7,0,47,0,0,8,0,4,100000003,100000003,2,86,20,28
21650,30,0,0,0,0,30,0,11,0,0,0,0,-1,-1,-1,23,26,0,13,0,0,0,0,74,18,7,0,-1,-1,-1,0,1,4,-1,-1,-1,86,42,28
22165,0,0,0,-1,-1,-1,0,11,0,0,0,0,0,0,0,-1,-1,-1,-1,-1,-1,0,45,3,0,7,2,47,31,0,-1,-1,-1,100000003,100000003,0,-1,-1,-1
22916,0,0,0,0,0,39,-1,-1,-1,0,0,0,0,0,0,0,26,10,13,0,33,0,0,0,34,7,0,47,4,22,0,0,0,-1,-1,-1,86,28,28
23596,0,0,0,0,0,0,47,11,0,0,9,0,0,0,0,0,26,0,13,0,33,-1,-1,-1,20,7,6,-1,-1,-1,100000005,-1,100000005,-1,-1,-1,86,28,28
23867,-1,-1,-1,0,0,0,0,11,0,0,9,0,-1,-1,-1,-1,-1,-1,13,0,33,0,0,10,20,7,37,47,0,0,0,0,0,100000003,100000003,55,86,28,28
24134,0,0,0,0,0,0,0,11,1,0,31,0,0,0,0,1,26,0,13,0,13,0,2,2,0,7,33,47,60,0,28,0,0,100000003,100000003,0,86,59,28
24674,0,0,0,-1,-1,-1,47,11,0,0,5,0,32,0,32,0,26,0,13,0,0,0,0,0,-1,-1,-1,47,38,10,-1,-1,-1,100000003,100000003,0,-1,-1,-1
26528,-1,-1,-1,0,0,0,0,11,0,43,0,7,0,0,0,0,26,88,13,3,23,0,0,0,24,7,5,47,0,0,0,0,0,100000003,100000003,7,86,4,28
26771,0,0,0,0,0,0,35,11,7,32,0,50,0,0,0,0,26,88,13,0,38,31,0,0,0,7,0,47,0,0,-1,-1,-1,100000003,100000003,0,86,34,28
26810,0,50,37,0,0,0,0,11,0,-1,-1,-1,0,0,0,-1,-1,-1,13,0,33,24,0,44,0,7,0,47,0,7,3,0,0,100000003,100000003,19,86,28,28
27416,30,0,9,0,0,0,0,11,0,0,0,0,0,0,0,61,26,0,13,0,0,3,4,86,18,7,0,47,20,0,0,15,4,-1,-1,-1,86,11,28
28618,0,0,0,0,0,44,0,11,0,0,9,20,0,0,0,-1,-1,-1,13,0,33,28,0,0,20,7,52,47,10,0,21,3,0,100000003,100000003,55,86,28,28
28980,0,0,0,-1,-1,-1,0,11,7,0,0,50,-1,-1,-1,0,26,88,13,0,0,0,0,0,0,7,0,47,33,0,0,10,16,100000003,100000003,0,86,1,28
29077,0,0,0,-1,-1,-1,22,11,0,-1,-1,-1,0,0,0,16,26,34,13,0,0,0,2,0,0,7,2,47,31,21,0,17,0,100000003,100000003,44,-1,-1,-1
29597,0,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,0,16,26,0,13,0,0,0,0,35,41,7,2,-1,-1,-1,0,28,0,100000003,100000003,44,-1,-1,-1
29636,30,0,0,0,0,30,0,11,0,0,0,0,12,48,1,23,26,9,13,6,5,-1,-1,-1,18,7,0,47,0,0,-1,-1,-1,100000003,100000003,2,86,0,28
30275,0,0,0,40,0,0,33,11,0,27,0,0,26,0,0,0,26,0,13,0,33,0,69,0,35,7,0,47,0,0,18,2,15,100000003,100000003,3,86,28,28
30603,30,0,0,0,0,43,0,11,0,0,21,0,0,0,1,0,26,0,13,0,0,0,0,0,18,7,0,47,34,0,44,0,4,-1,-1,-1,86,0,28
31111,-1,-1,-1,40,0,0,33,11,0,0,0,0,0,0,0,0,26,8,13,0,33,48,0,0,0,7,0,-1,-1,-1,29,0,15,100000003,100000003,0,86,28,28
31240,0,0,0,-1,-1,-1,3,11,0,11,0,3,0,0,0,0,26,11,13,0,33,0,51,0,0,7,0,47,0,0,0,0,10,100000003,100000003,9,86,28,28
32220,30,0,0,0,0,34,0,11,0,-1,-1,-1,-1,-1,-1,0,26,0,13,0,0,100000003,100000003,0,-1,-1,-1,47,47,0,-1,-1,-1,100000003,100000003,16,86,4,28
32716,-1,-1,-1,40,0,12,-1,-1,-1,0,0,0,-1,-1,-1,0,26,0,-1,-1,-1,1,87,0,0,7,0,47,0,53,34,36,15,-1,-1,-1,86,28,28
33102,0,0,0,0,0,0,0,11,0,15,0,0,0,0,0,0,26,0,13,14,13,0,0,0,0,7,0,-1,-1,-1,0,0,17,100000003,100000003,0,86,59,28
33575,30,0,4,0,0,0,0,11,0,0,0,46,14,0,1,0,26,0,13,0,0,0,0,0,18,7,0,47,0,0,0,0,4,100000003,100000003,2,86,0,28
34269,0,0,5,40,0,12,-1,-1,-1,24,0,0,-1,-1,-1,20,26,0,-1,-1,-1,0,87,0,0,7,15,47,0,0,34,36,15,100000003,100000003,5,-1,-1,-1
34460,30,0,9,0,0,0,0,11,0,0,0,0,0,0,0,0,26,0,13,12,0,0,4,0,18,7,21,47,7,0,44,15,4,-1,-1,-1,86,11,28
35802,0,0,0,-1,-1,-1,0,11,0,-1,-1,-1,-1,-1,-1,0,26,14,13,0,47,0,0,0,0,7,2,47,31,5,14,0,27,100000003,100000003,55,-1,-1,-1
35860,-1,-1,-1,-1,-1,-1,0,11,0,0,25,0,0,0,0,0,26,0,13,23,10,0,24,3,-1,-1,-1,47,31,0,18,33,16,-1,-1,-1,-1,-1,-1
36137,0,0,0,-1,-1,-1,0,11,0,47,0,0,14,0,0,0,26,37,13,0,0,0,0,0,7,7,2,47,31,44,18,100000006,100000006,-1,-1,-1,-1,-1,-1
36147,0,0,0,-1,-1,-1,0,11,2,0,25,0,-1,-1,-1,0,26,36,13,0,10,0,0,3,-1,-1,-1,47,31,0,-1,-1,-1,100000003,100000003,4,-1,-1,-1
36300,30,0,0,-1,-1,-1,0,11,0,0,0,0,0,0,1,0,26,0,13,0,0,0,23,0,18,7,0,-1,-1,-1,0,0,4,100000003,100000003,2,86,0,28
36497,0,0,0,0,0,0,0,11,7,0,0,50,0,0,0,0,26,88,13,30,0,-1,-1,-1,0,7,0,47,1,0,0,0,0,100000003,100000003,0,86,0,28
36862,30,0,0,0,0,0,0,11,0,0,0,18,10,0,0,-1,-1,-1,13,77,31,100000003,100000003,0,18,7,0,47,47,7,-1,-1,-1,-1,-1,-1,86,53,28
38188,0,0,0,0,0,0,47,11,0,0,5,0,32,0,0,0,26,0,13,0,8,60,10,27,0,7,0,47,38,0,0,0,0,100000003,100000003,0,86,37,28
39139,0,0,0,-1,-1,-1,0,11,0,37,0,0,3,2,0,-1,-1,-1,13,4,0,0,0,0,22,7,2,47,100000006,100000006,-1,-1,-1,100000003,100000003,0,0,40,28
39142,30,0,0,0,0,0,0,11,3,32,0,0,42,0,1,0,26,0,13,0,0,0,0,0,18,7,0,-1,-1,-1,0,0,4,-1,-1,-1,86,1,28
39225,0,0,0,-1,-1,-1,0,11,0,0,0,0,-1,-1,-1,0,26,0,13,0,0,2,0,0,18,7,2,-1,-1,-1,1,0,41,100000003,100000003,54,-1,-1,-1
39268,0,0,0,-1,-1,-1,0,11,8,0,0,0,0,0,0,0,26,0,13,1,0,0,0,0,39,7,2,47,31,0,28,100000006,100000006,100000003,100000003,24,-1,-1,-1
39767,-1,-1,-1,0,0,0,0,11,0,7,0,0,0,6,0,-1,-1,-1,13,0,0,-1,-1,-1,0,7,8,47,60,6,0,39,89,100000003,100000003,0,86,59,28
39804,0,15,3,5,0,0,0,11,0,20,0,9,0,19,15,0,26,0,13,100000006,100000006,11,2,14,0,7,2,47,100000006,100000006,0,0,0,100000003,100000003,10,15,63,28
39865,0,0,37,0,0,0,-1,-1,-1,100000005,-1,100000005,0,16,0,0,26,15,13,0,33,0,14,0,0,7,0,47,3,0,3,13,0,100000003,100000003,0,-1,-1,-1
40337,0,0,0,0,0,2,-1,-1,-1,0,9,0,0,0,0,0,26,0,-1,-1,-1,0,57,0,-1,-1,-1,47,10,8,75,3,18,100000003,100000003,55,86,28,28
