,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38
7245,0,0,2,0,0,0,0,7,0,100000003,100000003,0,0,0,16,-1,-1,-1,0,10,0,-1,-1,-1,0,0,0,0,60,28,1,53,0,0,1,6,100000005,-1,100000005
7918,0,0,0,51,0,0,0,100000006,100000006,0,0,0,11,35,25,-1,-1,-1,8,0,0,36,0,18,-1,-1,-1,0,0,0,-1,-1,-1,-1,-1,-1,2,0,0
10410,0,0,0,-1,-1,-1,16,40,0,0,0,0,5,0,0,0,0,0,100000003,100000003,0,100000005,-1,100000005,0,0,3,3,60,79,40,53,30,19,40,6,0,1,7
12818,0,0,0,21,0,4,0,0,0,0,0,0,0,35,1,100000005,-1,100000005,0,0,9,0,18,0,-1,-1,-1,8,0,1,-1,-1,-1,29,0,0,15,0,1
13093,0,0,0,-1,-1,-1,0,35,0,-1,-1,-1,0,30,0,27,16,54,0,0,0,0,39,1,0,0,16,49,60,28,4,53,0,0,1,6,100000005,-1,100000005
13368,0,15,0,-1,-1,-1,0,0,64,0,0,15,0,0,0,0,2,1,100000003,100000003,0,0,0,0,100000005,-1,100000005,8,60,50,0,53,0,-1,-1,-1,63,1,7
15535,0,0,0,0,0,0,0,3,0,0,0,58,-1,-1,-1,-1,-1,-1,33,0,0,0,2,25,0,100000006,100000006,61,60,4,0,53,13,0,1,6,100000005,-1,100000005
18268,-1,-1,-1,0,0,0,0,100000006,100000006,0,0,18,0,35,0,0,0,2,0,0,7,0,1,0,0,0,0,4,0,61,3,0,49,4,92,2,0,1,0
18773,0,0,20,0,0,0,0,0,0,0,0,0,0,66,13,2,0,0,0,2,4,0,0,8,0,0,21,0,0,45,1,0,9,21,4,10,100000005,-1,100000005
22669,0,0,0,-1,-1,-1,0,15,0,0,47,1,-1,-1,-1,1,4,0,0,2,0,0,0,8,12,0,0,0,0,0,1,100000006,100000006,6,29,14,-1,-1,-1
22701,-1,-1,-1,0,0,12,0,40,0,0,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,51,8,-1,-1,-1,0,60,79,40,53,6,0,40,6,6,1,0
23833,0,0,7,0,0,0,0,100000006,100000006,23,0,92,0,0,9,58,0,0,100000003,100000003,47,0,1,0,-1,-1,-1,-1,-1,-1,14,53,41,3,8,6,100000005,-1,100000005
24741,0,0,0,-1,-1,-1,0,0,0,0,0,0,47,12,0,0,0,1,100000003,100000003,0,5,0,18,0,1,0,0,60,45,62,53,7,24,8,6,-1,-1,-1
24969,0,0,50,0,0,0,0,100000006,100000006,0,53,0,72,35,58,0,0,1,0,0,0,35,14,0,0,0,0,0,0,0,51,100000006,100000006,4,0,66,27,100000006,100000006
25528,0,0,0,0,0,30,0,0,0,0,0,0,0,35,9,5,5,10,25,0,9,43,60,0,0,20,10,-1,-1,-1,100000005,-1,100000005,3,0,3,69,6,1
25739,0,0,0,0,0,0,11,40,0,0,26,6,0,0,0,1,0,0,100000003,100000003,0,0,51,0,37,2,0,0,60,79,40,53,56,0,40,6,5,1,18
26199,0,31,0,100000003,100000003,0,0,100000006,100000006,0,0,0,0,35,58,0,0,16,0,15,0,0,0,0,0,0,0,12,0,0,-1,-1,-1,4,0,66,-1,-1,-1
26222,-1,-1,-1,5,0,0,0,0,22,83,0,0,-1,-1,-1,0,17,0,100000003,100000003,0,0,31,39,0,0,0,75,60,0,0,53,0,-1,-1,-1,100000005,-1,100000005
27167,0,0,0,0,53,0,0,0,0,0,0,21,0,0,0,0,16,54,0,16,0,0,39,1,0,41,38,38,60,28,0,53,33,-1,-1,-1,100000005,-1,100000005
27464,0,0,0,0,0,0,0,40,0,0,26,0,0,52,0,0,11,28,100000003,100000003,6,0,51,0,37,0,0,0,60,79,40,53,0,40,40,6,0,1,18
27963,-1,-1,-1,0,0,0,0,0,19,0,0,81,0,40,13,0,0,0,0,2,87,0,0,8,0,0,27,0,0,45,1,2,0,5,4,16,0,49,25
28394,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29,54,9,0,0,6,39,5,0,0,0,45,60,28,1,53,0,-1,-1,-1,100000005,-1,100000005
29341,0,24,0,0,0,0,-1,-1,-1,2,27,0,0,29,13,0,16,0,0,2,20,0,0,8,0,0,0,0,26,45,1,2,0,5,4,16,0,1,19
30416,0,0,0,0,0,0,0,0,0,-1,-1,-1,0,50,2,0,12,54,-1,-1,-1,-1,-1,-1,100000005,-1,100000005,0,60,0,31,53,13,43,1,6,-1,-1,-1
31093,0,0,4,0,0,0,0,0,0,-1,-1,-1,69,35,0,0,0,0,1,0,9,54,0,0,0,0,44,53,0,0,0,4,0,100000005,-1,100000005,-1,-1,-1
31571,0,0,7,16,33,0,0,27,0,-1,-1,-1,0,0,0,11,0,0,100000003,100000003,4,0,3,1,4,0,0,0,60,65,35,53,0,12,22,6,21,1,48
31617,0,0,7,15,0,0,0,48,0,0,0,7,0,2,3,-1,-1,-1,100000003,100000003,19,0,0,0,0,0,50,19,60,0,0,53,1,16,0,6,100000005,-1,100000005
31781,-1,-1,-1,0,0,0,0,100000006,100000006,0,0,0,0,35,0,46,0,20,-1,-1,-1,0,0,0,7,0,0,92,0,0,13,0,11,4,1,11,27,75,17
31971,0,0,35,0,0,2,0,40,0,-1,-1,-1,-1,-1,-1,0,0,1,-1,-1,-1,17,0,0,-1,-1,-1,0,60,1,100000005,-1,100000005,3,16,6,54,1,63
32412,0,0,0,0,0,0,0,3,0,-1,-1,-1,0,39,0,-1,-1,-1,0,10,0,0,39,0,0,0,0,0,60,28,1,53,25,0,1,6,100000005,-1,100000005
32782,0,0,0,19,0,0,-1,-1,-1,0,0,27,39,30,0,-1,-1,-1,0,13,0,0,39,1,31,0,16,49,60,28,0,53,34,11,1,6,100000005,-1,100000005
32810,0,0,65,0,0,0,0,0,0,43,0,0,69,35,0,0,0,0,25,0,9,71,60,0,0,48,0,36,0,0,57,4,0,100000005,-1,100000005,-1,-1,-1
32811,0,0,65,-1,-1,-1,0,12,0,43,0,0,69,35,0,0,0,0,25,0,9,71,60,0,0,48,0,36,0,0,57,4,0,100000005,-1,100000005,-1,-1,-1
32834,0,0,0,21,0,4,-1,-1,-1,0,0,0,0,35,1,100000005,-1,100000005,8,0,9,1,18,0,17,0,0,0,0,1,40,0,0,-1,-1,-1,-1,-1,-1
33230,0,0,0,77,0,0,0,0,0,0,6,0,0,17,32,-1,-1,-1,100000003,100000003,0,51,0,18,19,1,27,-1,-1,-1,100000005,-1,100000005,3,8,6,-1,-1,-1
34187,0,0,0,0,0,0,0,100000006,100000006,0,0,20,-1,-1,-1,0,23,0,0,0,0,-1,-1,-1,2,0,0,100000005,-1,100000005,0,0,35,-1,-1,-1,38,0,0
34245,0,0,0,0,0,0,0,72,0,-1,-1,-1,0,0,0,-1,-1,-1,100000003,100000003,0,-1,-1,-1,100000003,100000003,3,-1,-1,-1,10,53,0,-1,-1,-1,-1,-1,-1
34680,0,52,0,-1,-1,-1,0,0,0,0,0,0,38,0,0,37,24,1,100000003,100000003,47,2,0,0,-1,-1,-1,52,60,0,100000005,-1,100000005,-1,-1,-1,12,1,0
35936,-1,-1,-1,0,0,0,-1,-1,-1,0,0,0,0,0,31,0,58,0,100000003,100000003,0,0,100000006,100000006,0,33,0,10,60,0,11,53,8,14,15,6,0,1,48
36168,0,0,0,0,0,0,0,100000006,100000006,0,0,1,0,35,58,0,0,0,-1,-1,-1,0,0,0,0,0,1,0,0,1,51,100000006,100000006,4,44,66,27,100000006,100000006
36444,0,0,3,0,0,1,-1,-1,-1,60,0,0,11,35,25,0,0,21,20,0,0,-1,-1,-1,0,11,0,0,1,0,0,0,35,4,65,4,2,0,0
37074,-1,-1,-1,-1,-1,-1,0,100000006,100000006,0,77,0,0,0,0,10,0,0,100000003,100000003,47,23,1,0,-1,-1,-1,75,60,9,14,53,41,-1,-1,-1,100000005,-1,100000005
37367,-1,-1,-1,0,2,0,11,40,0,45,26,0,2,0,0,0,0,0,100000003,100000003,0,0,51,0,37,0,24,0,60,79,40,53,0,8,40,6,0,1,18
37385,0,0,0,-1,-1,-1,35,100000006,100000006,0,2,0,0,35,58,0,0,0,0,0,0,53,0,0,0,28,11,0,0,0,51,100000006,100000006,4,0,66,27,100000006,100000006
37595,0,28,0,0,0,0,11,40,4,-1,-1,-1,0,10,0,0,0,85,100000003,100000003,0,0,51,0,37,64,36,0,60,79,40,53,0,0,40,6,2,1,18
37657,0,6,8,0,0,0,0,100000006,100000006,-1,-1,-1,0,35,58,0,0,0,0,12,7,0,15,0,0,21,0,0,0,1,51,100000006,100000006,4,0,66,27,100000006,100000006
37885,-1,-1,-1,0,0,0,2,100000006,100000006,0,77,0,0,0,71,0,0,0,100000003,100000003,47,-1,-1,-1,-1,-1,-1,75,60,0,14,53,41,3,4,6,100000005,-1,100000005
38397,0,0,7,0,0,4,0,0,0,-1,-1,-1,0,0,0,0,0,0,-1,-1,-1,0,0,75,-1,-1,-1,-1,-1,-1,11,53,27,2,15,6,10,1,48
38460,0,0,7,15,0,0,0,0,0,0,0,6,5,0,0,0,0,0,100000003,100000003,0,0,100000006,100000006,-1,-1,-1,75,60,48,73,53,41,0,17,6,100000005,-1,100000005
38648,-1,-1,-1,-1,-1,-1,11,40,13,-1,-1,-1,0,0,2,0,0,0,100000003,100000003,0,0,51,0,37,0,0,0,60,79,40,53,0,91,40,6,0,1,18
38890,-1,-1,-1,5,0,0,0,0,0,0,17,7,0,0,0,0,10,0,100000003,100000003,19,0,0,4,0,0,0,0,60,0,-1,-1,-1,16,0,6,100000005,-1,100000005
39397,0,0,0,0,0,0,-1,-1,-1,0,72,0,-1,-1,-1,0,0,57,0,43,44,24,0,78,-1,-1,-1,53,0,1,51,100000006,100000006,4,0,66,27,100000006,100000006
39673,0,0,0,0,0,0,0,0,14,0,20,0,69,35,0,0,0,19,0,0,9,54,0,0,15,2,4,0,1,0,0,4,6,100000005,-1,100000005,-1,-1,-1
39811,0,0,0,0,0,0,26,0,0,0,40,0,69,35,0,0,69,17,0,80,9,-1,-1,-1,0,48,46,0,24,21,53,4,51,100000005,-1,100000005,-1,-1,-1
40212,0,0,7,-1,-1,-1,0,100000006,100000006,0,0,92,-1,-1,-1,58,0,1,100000003,100000003,47,0,1,0,-1,-1,-1,75,60,0,-1,-1,-1,3,0,6,100000005,-1,100000005
40303,0,0,7,0,0,0,0,0,0,-1,-1,-1,0,0,0,11,0,0,-1,-1,-1,0,3,0,0,0,47,0,60,54,0,53,0,12,0,6,27,1,48
40402,0,38,7,0,0,0,0,0,0,0,2,31,16,0,0,18,0,0,100000003,100000003,0,0,100000006,100000006,0,0,0,75,60,29,73,53,41,0,2,6,100000005,-1,100000005
40538,0,0,0,-1,-1,-1,0,0,63,0,57,0,27,0,0,0,12,54,0,0,0,0,0,54,0,0,6,3,60,0,0,53,35,42,1,6,-1,-1,-1
41340,0,0,7,-1,-1,-1,0,0,0,-1,-1,-1,8,0,0,11,0,0,100000003,100000003,0,0,3,1,0,0,0,0,60,65,0,53,0,12,0,6,0,1,48
41378,-1,-1,-1,-1,-1,-1,0,0,0,0,0,21,0,0,0,0,16,54,0,16,0,0,39,1,0,41,0,23,60,28,0,53,33,-1,-1,-1,-1,-1,-1
41429,0,0,7,0,21,0,0,100000006,100000006,5,0,92,0,0,0,0,0,0,100000003,100000003,47,0,1,55,-1,-1,-1,75,60,0,14,53,41,3,0,6,100000005,-1,100000005
41534,0,0,0,0,0,0,0,100000006,100000006,-1,-1,-1,0,35,58,-1,-1,-1,0,0,0,-1,-1,-1,0,0,0,22,11,1,51,100000006,100000006,-1,-1,-1,27,100000006,100000006
41562,-1,-1,-1,-1,-1,-1,0,40,0,0,0,0,0,0,0,0,9,0,100000003,100000003,0,0,51,0,-1,-1,-1,0,60,79,40,53,0,0,40,6,-1,-1,-1
41697,-1,-1,-1,0,0,0,-1,-1,-1,0,77,0,0,0,0,0,2,1,100000003,100000003,0,-1,-1,-1,100000005,-1,100000005,0,60,50,0,53,48,-1,-1,-1,63,1,7
41703,0,100000006,100000006,0,0,4,0,0,0,0,0,0,0,35,1,0,0,0,0,0,9,19,18,0,17,0,10,100000003,100000003,1,0,0,0,29,0,9,-1,-1,-1
42372,-1,-1,-1,0,0,0,45,0,0,0,100000006,100000006,29,0,1,0,0,1,100000003,100000003,39,-1,-1,-1,-1,-1,-1,0,60,1,21,53,23,3,16,6,54,1,63
42718,0,0,7,-1,-1,-1,-1,-1,-1,3,19,0,25,0,0,1,0,0,100000003,100000003,47,1,1,0,-1,-1,-1,75,60,0,14,53,41,3,0,6,100000005,-1,100000005
43014,0,0,0,0,68,0,0,0,0,34,0,0,-1,-1,-1,0,0,0,0,2,0,-1,-1,-1,6,8,10,100000003,100000003,45,1,0,0,26,4,0,0,4,72
43123,0,80,10,0,0,0,-1,-1,-1,62,0,9,24,0,0,3,12,54,0,25,0,100000003,100000003,23,56,0,0,0,60,15,0,53,50,27,1,6,-1,-1,-1
43876,0,0,7,6,0,0,0,0,0,3,0,0,0,0,0,0,100000006,100000006,-1,-1,-1,0,0,0,0,54,34,-1,-1,-1,0,53,31,43,10,6,69,1,48
44128,0,0,0,-1,-1,-1,0,0,0,0,0,0,0,17,0,-1,-1,-1,100000003,100000003,0,100000003,100000003,18,-1,-1,-1,40,60,45,100000005,-1,100000005,0,8,6,10,1,35
44602,0,0,0,-1,-1,-1,0,0,10,0,0,0,0,35,1,0,0,41,0,0,9,0,18,68,17,13,5,-1,-1,-1,0,74,20,29,33,0,37,0,1
44641,0,58,0,0,0,0,0,0,63,0,0,7,0,0,0,79,12,54,0,0,0,50,0,0,-1,-1,-1,3,60,0,0,53,0,42,1,6,100000005,-1,100000005
44655,-1,-1,-1,-1,-1,-1,0,100000006,100000006,33,0,0,11,35,0,4,0,21,0,0,0,0,18,0,100000003,100000003,14,0,69,14,19,22,35,4,65,63,51,0,52
45114,0,0,0,0,0,0,0,100000006,100000006,-1,-1,-1,0,35,58,0,0,1,0,0,23,35,9,0,-1,-1,-1,0,0,0,51,100000006,100000006,4,0,66,27,100000006,100000006
45116,0,0,35,0,0,2,0,100000006,100000006,-1,-1,-1,0,5,63,0,20,1,-1,-1,-1,0,0,0,-1,-1,-1,0,60,1,100000005,-1,100000005,3,16,6,54,1,63
45390,0,0,0,0,0,3,-1,-1,-1,0,0,0,0,35,58,0,9,0,0,0,0,31,0,0,0,0,1,22,0,1,51,100000006,100000006,4,0,66,27,100000006,100000006
45596,0,0,7,-1,-1,-1,0,38,0,0,0,7,0,0,0,0,0,6,100000003,100000003,19,0,0,34,0,0,0,1,60,9,2,53,46,16,0,6,100000005,-1,100000005
45624,0,0,0,0,0,0,13,100000006,100000006,0,0,20,11,35,0,-1,-1,-1,0,0,0,-1,-1,-1,2,0,0,100000005,-1,100000005,19,0,35,4,20,17,12,14,64
45708,0,0,0,0,0,0,0,100000006,100000006,0,0,0,11,35,0,0,0,0,100000003,100000003,7,-1,-1,-1,61,0,71,1,0,14,49,39,35,4,65,4,-1,-1,-1
46450,0,0,0,0,0,53,-1,-1,-1,0,0,0,0,35,58,3,0,0,18,0,0,0,0,0,-1,-1,-1,22,14,1,51,100000006,100000006,4,0,66,27,100000006,100000006
46890,0,0,7,0,0,0,0,0,45,-1,-1,-1,0,0,0,11,0,54,100000003,100000003,4,38,3,1,-1,-1,-1,11,60,65,0,53,0,12,34,6,0,1,48
46937,0,0,0,0,0,0,0,100000006,100000006,0,53,0,0,35,58,0,1,0,-1,-1,-1,35,0,0,0,0,0,0,0,0,51,100000006,100000006,-1,-1,-1,27,100000006,100000006
47074,0,34,7,22,0,0,11,0,0,-1,-1,-1,-1,-1,-1,11,0,0,100000003,100000003,0,4,3,1,0,0,0,-1,-1,-1,71,53,49,12,0,6,0,1,48
47261,0,0,0,0,0,0,13,100000006,100000006,-1,-1,-1,11,35,0,32,56,0,0,0,0,-1,-1,-1,2,0,31,100000005,-1,100000005,19,0,35,4,0,17,12,21,0
47793,0,0,0,-1,-1,-1,0,0,0,0,0,0,0,12,5,0,0,1,100000003,100000003,0,0,0,18,-1,-1,-1,6,60,45,62,53,0,0,8,6,35,1,35
47802,0,0,7,0,0,0,0,100000006,100000006,0,77,0,0,0,0,10,0,6,100000003,100000003,47,9,1,0,-1,-1,-1,75,60,0,-1,-1,-1,3,0,6,100000005,-1,100000005
48422,0,0,0,-1,-1,-1,0,100000006,100000006,16,0,0,0,35,58,16,0,0,-1,-1,-1,60,0,31,0,0,0,0,22,1,51,100000006,100000006,-1,-1,-1,27,100000006,100000006
48474,0,0,7,0,0,4,0,0,0,0,0,0,0,0,19,0,0,0,100000003,100000003,0,0,0,0,-1,-1,-1,55,60,0,11,53,27,1,15,6,10,1,48
48916,0,0,7,-1,-1,-1,0,100000006,100000006,0,19,0,25,28,0,0,0,0,100000003,100000003,47,0,1,0,-1,-1,-1,-1,-1,-1,14,53,41,3,0,6,100000005,-1,100000005
49114,0,0,7,-1,-1,-1,0,0,0,-1,-1,-1,-1,-1,-1,11,8,0,100000003,100000003,0,0,3,1,0,0,0,80,60,65,0,53,0,12,0,6,0,1,48
49206,0,0,0,0,0,0,11,40,13,-1,-1,-1,0,0,52,0,73,0,-1,-1,-1,0,51,71,37,0,0,0,60,79,-1,-1,-1,0,40,6,0,1,18
49833,-1,-1,-1,0,0,0,47,0,1,-1,-1,-1,0,0,0,11,0,0,-1,-1,-1,46,3,0,0,14,0,-1,-1,-1,0,53,4,12,0,6,27,1,48
50058,0,0,7,0,0,0,14,0,0,-1,-1,-1,0,62,0,11,0,0,100000003,100000003,0,-1,-1,-1,65,0,17,0,60,65,4,53,0,12,35,6,-1,-1,-1
50217,0,0,7,0,0,0,0,0,0,-1,-1,-1,0,0,0,6,0,24,100000003,100000003,19,-1,-1,-1,0,13,0,0,60,0,19,53,9,16,9,6,100000005,-1,100000005
50481,0,0,0,0,0,0,0,100000006,100000006,0,0,0,11,35,0,3,0,0,0,48,7,0,46,18,100000005,-1,100000005,0,60,0,49,0,35,4,65,4,100000003,100000003,29
50570,0,0,0,0,0,0,0,100000006,100000006,-1,-1,-1,86,35,58,17,0,26,0,71,0,35,0,0,67,0,2,0,0,25,51,100000006,100000006,-1,-1,-1,-1,-1,-1
50668,0,0,0,0,0,0,0,100000006,100000006,0,0,0,47,35,58,0,0,0,0,0,9,1,0,0,1,0,0,0,0,0,51,100000006,100000006,4,0,66,27,100000006,100000006
51075,0,0,0,-1,-1,-1,13,100000006,100000006,32,11,20,11,35,0,0,0,0,61,0,0,-1,-1,-1,-1,-1,-1,100000005,-1,100000005,19,0,35,-1,-1,-1,-1,-1,-1
51093,0,0,0,0,0,0,0,100000006,100000006,-1,-1,-1,0,35,58,0,0,0,0,0,0,0,9,0,0,0,0,40,0,1,51,100000006,100000006,4,0,66,27,100000006,100000006
51835,0,0,0,0,0,0,-1,-1,-1,7,0,20,11,35,0,32,1,0,0,0,0,-1,-1,-1,2,43,0,100000005,-1,100000005,-1,-1,-1,4,0,17,12,14,4
51948,0,0,0,0,0,0,0,100000006,100000006,0,0,0,0,35,58,0,0,0,0,8,0,0,0,0,0,0,0,22,46,1,51,100000006,100000006,4,0,66,27,100000006,100000006
52429,-1,-1,-1,0,0,0,0,0,64,0,77,0,42,0,0,0,2,1,100000003,100000003,0,-1,-1,-1,-1,-1,-1,0,60,50,0,53,48,-1,-1,-1,63,1,7
