,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38
3800,0,40,17,0,0,0,6,0,7,6,0,0,11,30,0,0,67,0,69,0,0,13,39,65,100000003,100000003,3,0,24,0,50,0,0,1,88,39,1,0,72
7679,-1,-1,-1,0,0,0,-1,-1,-1,0,0,2,-1,-1,-1,0,67,0,0,0,4,0,34,0,4,100000006,100000006,0,0,7,51,0,32,45,0,0,1,0,7
9806,0,0,9,0,0,0,6,0,0,0,4,12,-1,-1,-1,0,67,0,0,0,0,-1,-1,-1,-1,-1,-1,0,0,4,51,0,0,45,3,7,-1,-1,-1
10509,0,0,9,65,0,0,6,0,0,0,0,0,0,0,0,-1,-1,-1,0,59,4,-1,-1,-1,0,100000006,100000006,0,0,0,0,2,17,45,18,33,-1,-1,-1
11082,0,0,9,100000003,100000003,0,6,4,5,0,0,26,0,0,0,25,67,0,63,0,0,0,5,0,0,100000006,100000006,0,0,0,12,100000006,100000006,45,6,31,-1,-1,-1
12688,0,0,0,0,0,0,6,0,38,0,37,0,-1,-1,-1,-1,-1,-1,0,0,0,51,0,65,100000003,100000003,28,68,24,1,50,100000006,100000006,-1,-1,-1,1,13,35
13270,0,31,9,64,0,0,6,0,0,-1,-1,-1,37,0,0,0,67,0,-1,-1,-1,21,42,0,0,100000006,100000006,-1,-1,-1,0,0,0,45,16,0,9,4,38
15621,0,31,9,0,0,0,6,0,0,0,26,0,0,0,0,0,67,0,0,5,0,-1,-1,-1,63,100000006,100000006,25,30,16,0,15,7,45,45,0,0,4,38
17603,0,0,0,32,0,0,6,8,0,0,0,0,-1,-1,-1,-1,-1,-1,0,0,0,0,0,65,100000003,100000003,16,-1,-1,-1,50,0,0,14,6,0,-1,-1,-1
17673,0,0,9,0,0,17,-1,-1,-1,0,0,0,10,0,0,3,67,0,63,0,18,-1,-1,-1,0,100000006,100000006,5,3,57,0,100000006,100000006,45,6,26,-1,-1,-1
18770,0,0,9,0,0,0,6,0,0,0,12,0,5,0,0,0,67,0,0,0,4,-1,-1,-1,-1,-1,-1,0,0,3,0,10,35,45,60,3,1,0,26
18990,0,0,9,0,0,0,6,66,0,5,0,0,0,0,0,0,67,0,7,0,0,0,0,3,0,100000006,100000006,0,0,23,51,0,0,45,24,32,13,7,2
20787,0,32,9,0,0,0,6,66,9,0,19,0,3,0,0,0,67,71,-1,-1,-1,48,0,0,-1,-1,-1,15,0,28,0,17,2,45,100000006,100000006,61,100000006,100000006
21349,-1,-1,-1,0,0,0,6,0,0,47,0,53,-1,-1,-1,7,67,12,16,0,0,34,19,65,-1,-1,-1,68,24,59,50,34,0,14,54,17,1,13,5
21733,0,0,9,0,0,0,6,0,0,13,0,0,0,74,0,0,67,0,63,0,0,0,0,57,15,100000006,100000006,5,45,0,44,100000006,100000006,45,6,3,100000003,100000003,0
22514,0,0,9,0,31,0,6,0,0,6,1,6,0,0,8,0,67,0,0,0,11,41,0,0,0,100000006,100000006,0,0,0,-1,-1,-1,45,0,22,33,25,35
22878,-1,-1,-1,42,0,2,6,0,0,100000003,100000003,0,-1,-1,-1,0,67,0,-1,-1,-1,0,0,65,100000003,100000003,0,-1,-1,-1,50,18,15,14,2,5,-1,-1,-1
23044,-1,-1,-1,0,0,0,6,0,7,6,0,0,11,30,0,-1,-1,-1,69,0,0,13,0,65,100000003,100000003,3,0,24,0,50,0,12,1,88,1,1,0,72
23329,0,0,9,-1,-1,-1,6,0,0,-1,-1,-1,0,0,0,-1,-1,-1,100000005,-1,100000005,-1,-1,-1,0,100000006,100000006,0,0,0,0,0,6,45,57,49,0,25,19
23400,0,0,9,0,0,0,6,0,68,0,0,6,-1,-1,-1,-1,-1,-1,0,0,0,0,0,0,0,100000006,100000006,0,0,0,0,30,3,45,40,22,33,25,0
23404,0,0,9,0,0,0,6,0,0,0,0,0,0,0,0,0,67,0,17,59,4,-1,-1,-1,-1,-1,-1,9,0,0,0,2,0,45,18,33,-1,-1,-1
23439,0,0,9,0,0,0,6,0,0,-1,-1,-1,-1,-1,-1,0,67,0,63,11,0,-1,-1,-1,0,100000006,100000006,-1,-1,-1,19,100000006,100000006,45,6,0,100000003,100000003,19
23520,0,0,0,0,0,0,6,16,0,51,37,0,-1,-1,-1,0,67,0,0,0,0,0,0,65,100000003,100000003,28,-1,-1,-1,50,0,4,14,2,5,1,13,3
25296,0,0,26,0,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,13,67,0,0,0,37,30,26,65,100000003,100000003,28,68,24,63,50,23,9,14,2,5,1,13,13
26115,0,0,9,0,0,0,-1,-1,-1,0,0,18,0,15,10,0,67,0,0,13,6,0,11,0,1,100000006,100000006,-1,-1,-1,20,60,0,45,6,0,32,22,28
27084,0,25,9,0,0,0,6,0,0,0,0,12,0,0,0,0,67,40,0,2,70,-1,-1,-1,0,100000006,100000006,-1,-1,-1,16,0,2,-1,-1,-1,11,25,4
28154,-1,-1,-1,0,0,0,6,0,0,0,0,0,0,0,1,0,67,0,0,0,29,0,42,0,16,100000006,100000006,0,47,0,0,6,44,45,0,75,100000005,-1,100000005
29388,-1,-1,-1,0,0,0,6,0,24,0,1,12,-1,-1,-1,0,67,19,0,0,0,-1,-1,-1,-1,-1,-1,0,0,41,-1,-1,-1,45,0,0,-1,-1,-1
29451,0,0,9,0,0,0,6,1,5,0,6,10,0,0,0,0,67,0,63,31,0,0,0,43,0,100000006,100000006,0,0,0,12,100000006,100000006,45,6,31,0,0,27
30317,0,0,0,4,0,0,6,0,0,0,0,0,-1,-1,-1,7,67,20,83,2,0,100000003,100000003,65,-1,-1,-1,-1,-1,-1,50,27,0,14,2,5,-1,-1,-1
31034,0,0,9,0,68,0,6,0,0,0,0,0,0,4,15,11,67,8,25,4,4,-1,-1,-1,1,100000006,100000006,0,2,12,0,0,35,45,60,3,1,4,26
32185,0,2,0,0,0,0,6,0,25,26,35,0,-1,-1,-1,0,67,0,40,1,0,0,0,65,100000003,100000003,12,68,24,0,50,0,48,14,2,5,1,13,0
32296,0,16,9,0,0,0,6,0,5,0,0,0,0,0,0,-1,-1,-1,-1,-1,-1,18,0,32,64,100000006,100000006,0,0,0,12,100000006,100000006,-1,-1,-1,100000005,-1,100000005
32944,0,0,9,0,0,48,6,0,8,-1,-1,-1,0,27,0,-1,-1,-1,0,0,0,0,0,10,22,100000006,100000006,22,1,0,-1,-1,-1,45,6,0,0,100000006,100000006
33298,0,0,9,-1,-1,-1,6,0,8,-1,-1,-1,0,0,0,0,67,0,0,0,0,-1,-1,-1,22,100000006,100000006,0,1,0,41,0,0,45,6,0,-1,-1,-1
33717,0,0,9,0,0,0,6,0,0,48,0,12,0,0,0,0,67,0,0,0,70,-1,-1,-1,0,100000006,100000006,0,0,0,16,0,0,-1,-1,-1,11,25,4
