,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38
6735,0,0,0,0,19,31,0,0,2,-1,-1,-1,100000003,100000003,0,0,35,0,0,0,17,39,0,4,0,0,60,-1,-1,-1,0,22,80,100000003,100000003,27,100000003,100000003,9
7989,-1,-1,-1,-1,-1,-1,0,0,2,0,0,0,0,0,0,-1,-1,-1,0,0,17,39,0,19,15,0,60,-1,-1,-1,-1,-1,-1,100000003,100000003,24,-1,-1,-1
10017,-1,-1,-1,-1,-1,-1,0,0,2,0,0,0,0,0,0,0,0,16,0,0,17,39,0,55,0,0,60,-1,-1,-1,0,0,80,100000003,100000003,0,100000003,100000003,0
12064,0,0,0,0,19,0,16,0,2,0,0,0,100000003,100000003,0,24,0,0,0,0,17,39,37,0,12,0,60,19,26,0,-1,-1,-1,-1,-1,-1,100000003,100000003,0
12341,0,0,0,42,0,0,0,0,19,0,2,0,0,8,0,1,0,6,13,46,0,-1,-1,-1,0,54,0,0,16,0,0,6,0,-1,-1,-1,100000005,-1,100000005
12869,0,0,8,42,0,30,0,40,19,55,0,0,0,85,14,1,0,4,50,46,0,100000003,100000003,0,100000003,100000003,0,2,27,85,7,6,15,100000003,100000003,71,19,74,7
13002,0,0,0,0,19,0,0,0,2,22,0,0,100000003,100000003,0,0,0,58,0,26,17,39,22,0,-1,-1,-1,58,26,63,0,22,80,100000003,100000003,10,100000003,100000003,60
13153,0,0,0,42,0,0,0,0,19,-1,-1,-1,0,0,0,-1,-1,-1,0,46,0,100000003,100000003,7,28,58,18,64,0,17,-1,-1,-1,100000003,100000003,3,100000005,-1,100000005
14237,0,0,0,0,19,0,0,0,2,0,0,0,100000003,100000003,0,-1,-1,-1,0,0,17,39,0,0,0,0,60,0,26,13,0,22,80,100000003,100000003,27,100000003,100000003,0
15964,0,0,40,42,0,1,0,0,19,0,0,0,0,25,0,1,0,0,-1,-1,-1,100000003,100000003,0,0,0,0,0,0,21,78,6,0,100000003,100000003,3,100000005,-1,100000005
16004,0,0,0,42,0,0,0,6,19,0,0,33,22,0,0,1,24,21,0,46,0,-1,-1,-1,28,0,0,64,0,17,100000005,-1,100000005,100000003,100000003,3,100000005,-1,100000005
18831,0,0,0,42,0,0,3,0,19,-1,-1,-1,0,0,0,1,0,0,-1,-1,-1,-1,-1,-1,28,57,39,64,43,0,13,6,0,100000003,100000003,3,100000005,-1,100000005
19497,0,0,0,0,0,58,0,0,2,0,0,0,-1,-1,-1,0,0,0,17,0,17,39,1,0,0,0,60,58,26,0,0,0,80,100000003,100000003,44,100000003,100000003,4
19924,0,0,0,42,0,0,0,0,19,-1,-1,-1,0,0,0,1,0,0,0,46,0,100000003,100000003,7,28,0,8,64,33,0,4,6,0,100000003,100000003,3,100000005,-1,100000005
20137,0,0,0,42,0,0,0,0,19,0,0,33,0,0,3,1,0,0,0,46,0,100000003,100000003,7,28,0,0,64,0,0,-1,-1,-1,100000003,100000003,3,100000005,-1,100000005
20628,0,13,0,100000005,-1,100000005,-1,-1,-1,0,29,0,-1,-1,-1,19,0,0,0,15,17,39,0,82,100000003,100000003,60,100000005,-1,100000005,1,0,23,100000003,100000003,0,-1,-1,-1
21005,0,0,0,0,9,0,2,4,2,0,0,9,-1,-1,-1,0,72,0,0,40,17,39,2,0,4,45,60,0,0,0,0,0,80,100000003,100000003,57,100000003,100000003,32
21530,-1,-1,-1,42,0,2,-1,-1,-1,-1,-1,-1,0,0,10,1,0,0,0,46,0,100000003,100000003,7,28,0,4,64,0,17,-1,-1,-1,-1,-1,-1,100000005,-1,100000005
21982,0,0,0,42,0,0,0,0,19,-1,-1,-1,0,0,32,1,21,0,0,46,0,100000003,100000003,7,28,0,0,64,29,4,0,6,11,100000003,100000003,3,100000005,-1,100000005
23900,0,0,0,0,44,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,17,-1,-1,-1,0,0,60,0,0,0,-1,-1,-1,100000003,100000003,0,100000003,100000003,0
24370,0,0,0,42,100000006,100000006,0,0,19,0,0,33,0,0,0,1,0,0,0,46,0,100000003,100000003,7,28,0,0,64,20,0,10,6,0,100000003,100000003,3,100000005,-1,100000005
25523,0,0,0,-1,-1,-1,0,1,2,-1,-1,-1,100000003,100000003,0,11,0,0,0,0,17,39,0,27,0,9,60,0,26,33,0,22,80,-1,-1,-1,100000003,100000003,3
25635,0,0,0,42,0,0,9,0,19,0,2,31,0,0,0,1,0,6,0,46,0,100000003,100000003,41,-1,-1,-1,0,16,18,20,6,0,-1,-1,-1,100000005,-1,100000005
25648,0,0,0,0,0,58,0,0,2,0,0,0,0,0,0,0,0,0,0,0,17,-1,-1,-1,0,0,60,0,26,0,0,16,80,100000003,100000003,44,-1,-1,-1
25823,0,0,0,-1,-1,-1,-1,-1,-1,0,0,0,0,0,0,0,0,16,-1,-1,-1,-1,-1,-1,0,0,60,0,45,2,0,26,80,100000003,100000003,0,100000003,100000003,0
26735,0,0,0,42,0,0,0,0,19,-1,-1,-1,38,0,0,1,0,0,-1,-1,-1,100000003,100000003,7,28,0,0,64,12,4,4,6,11,100000003,100000003,3,100000005,-1,100000005
26851,0,0,1,-1,-1,-1,-1,-1,-1,65,0,0,-1,-1,-1,70,0,0,0,0,17,-1,-1,-1,-1,-1,-1,0,26,36,74,0,80,100000003,100000003,11,100000003,100000003,47
27157,0,0,0,42,0,0,0,0,19,17,0,14,0,0,0,1,0,0,0,46,0,100000003,100000003,5,33,0,0,-1,-1,-1,8,6,25,100000003,100000003,3,100000005,-1,100000005
27833,0,0,0,0,19,0,0,3,2,0,0,0,100000003,100000003,0,0,0,0,0,26,17,39,0,0,12,13,60,-1,-1,-1,48,22,80,100000003,100000003,0,100000003,100000003,0
27970,0,0,16,42,43,0,0,0,19,0,10,33,0,0,0,1,0,0,0,46,25,100000003,100000003,7,28,0,8,64,0,64,4,6,38,-1,-1,-1,100000005,-1,100000005
28623,0,0,0,42,0,0,11,0,19,0,0,33,0,0,0,1,2,43,0,46,5,100000003,100000003,7,28,0,0,64,0,47,0,6,0,100000003,100000003,3,100000005,-1,100000005
29314,0,0,0,42,0,0,0,0,19,2,11,33,0,0,0,-1,-1,-1,0,46,0,100000003,100000003,7,28,0,0,64,0,17,-1,-1,-1,100000003,100000003,3,100000005,-1,100000005
29633,0,0,0,0,0,0,0,0,2,0,0,12,0,100000006,100000006,-1,-1,-1,0,20,17,39,1,17,0,34,60,-1,-1,-1,0,0,80,-1,-1,-1,100000003,100000003,0
29647,0,0,0,0,0,58,-1,-1,-1,-1,-1,-1,0,0,0,0,0,28,0,41,17,39,1,0,-1,-1,-1,-1,-1,-1,4,3,80,100000003,100000003,44,100000003,100000003,4
29943,0,0,30,0,0,0,0,0,2,0,88,0,6,0,0,70,0,0,0,0,17,39,5,1,0,6,60,0,26,36,0,26,80,100000003,100000003,11,100000003,100000003,47
29981,0,0,0,0,0,58,0,0,2,0,0,0,22,0,0,-1,-1,-1,17,0,17,39,1,0,0,0,60,0,26,0,0,0,80,100000003,100000003,44,-1,-1,-1
30866,0,0,0,42,0,0,3,0,19,0,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,28,0,0,-1,-1,-1,13,6,0,100000003,100000003,3,-1,-1,-1
31411,0,0,0,0,19,0,0,0,2,0,0,0,100000003,100000003,0,0,0,0,-1,-1,-1,39,33,14,12,0,60,0,26,0,0,22,80,100000003,100000003,22,100000003,100000003,0
31451,0,0,0,0,0,58,0,14,2,43,0,0,0,40,33,0,0,0,0,41,17,-1,-1,-1,24,0,60,47,26,0,1,0,80,100000003,100000003,44,100000003,100000003,4
31703,0,0,0,-1,-1,-1,0,0,2,16,0,0,6,0,18,70,0,5,0,0,17,39,5,0,1,5,60,57,26,36,0,0,80,100000003,100000003,11,100000003,100000003,47
31827,-1,-1,-1,42,0,0,0,0,19,0,0,33,0,0,0,1,0,0,0,46,16,100000003,100000003,7,-1,-1,-1,64,0,0,4,6,0,100000003,100000003,3,100000005,-1,100000005
31914,0,9,0,0,0,0,0,0,2,0,0,10,0,0,0,0,0,0,14,0,17,39,0,0,30,0,60,37,0,0,0,0,80,100000003,100000003,8,-1,-1,-1
