,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38
8655,0,0,0,0,0,0,-1,-1,-1,0,0,0,0,15,0,0,16,34,-1,-1,-1,0,0,0,0,7,9,0,0,2,5,1,22,32,16,5,0,24,6
12175,0,0,0,0,0,50,-1,-1,-1,0,11,61,-1,-1,-1,0,2,0,0,100000006,100000006,61,3,32,0,13,0,-1,-1,-1,49,1,20,80,14,5,24,32,12
15546,0,0,71,0,40,0,0,0,0,2,0,0,0,15,62,0,11,10,48,9,4,-1,-1,-1,86,0,9,0,8,10,0,1,18,16,27,5,20,0,0
15611,0,22,0,0,55,0,0,10,0,0,41,0,-1,-1,-1,6,18,0,-1,-1,-1,0,0,15,0,0,0,-1,-1,-1,9,1,20,9,0,5,27,0,25
15769,0,0,0,0,0,0,0,0,0,6,0,9,0,15,0,-1,-1,-1,48,0,34,49,0,19,100000003,100000003,0,-1,-1,-1,9,1,44,0,44,5,1,100000006,100000006
17475,0,0,0,0,0,0,0,0,15,-1,-1,-1,0,15,36,0,0,0,48,0,0,0,47,0,-1,-1,-1,-1,-1,-1,9,1,0,74,0,5,0,10,11
17537,0,0,0,0,4,0,3,0,0,6,0,0,-1,-1,-1,-1,-1,-1,48,0,0,0,0,15,0,46,0,-1,-1,-1,9,1,0,-1,-1,-1,24,100000006,100000006
17563,0,89,0,0,0,0,0,62,0,0,0,0,0,15,45,0,0,11,0,0,0,100000003,100000003,17,46,13,0,0,73,0,33,1,20,15,20,5,15,32,8
18927,-1,-1,-1,0,0,0,0,0,9,-1,-1,-1,0,15,0,-1,-1,-1,22,0,0,15,10,0,19,13,0,32,0,32,8,1,0,0,0,5,-1,-1,-1
19368,0,0,0,0,0,0,0,0,0,6,0,0,0,15,0,-1,-1,-1,48,0,0,0,3,0,0,46,0,-1,-1,-1,9,1,1,0,43,5,24,100000006,100000006
19432,0,0,0,0,0,0,-1,-1,-1,0,0,45,-1,-1,-1,0,4,0,0,0,0,0,46,27,0,13,0,-1,-1,-1,0,1,29,0,0,5,34,32,39
19452,0,23,0,0,0,8,0,45,0,15,5,0,0,15,0,0,2,0,48,0,0,100000003,100000003,0,73,0,0,31,0,0,2,1,34,54,16,5,100000005,-1,100000005
20013,0,24,0,0,0,0,0,0,0,0,0,0,0,15,0,5,0,34,48,0,0,2,0,0,0,32,9,0,0,0,1,1,22,21,16,5,3,24,1
20613,0,0,0,-1,-1,-1,0,24,0,0,0,0,-1,-1,-1,13,0,0,0,53,7,100000005,-1,100000005,36,13,36,20,15,25,100000005,-1,100000005,-1,-1,-1,65,32,30
20787,0,0,0,0,0,0,0,0,0,0,0,2,0,15,0,12,31,34,48,0,0,0,39,0,100000005,-1,100000005,0,18,0,2,1,22,0,16,5,-1,-1,-1
20858,0,0,0,27,0,0,0,5,0,7,0,0,3,15,47,0,0,34,48,0,13,30,0,0,12,0,0,0,18,5,0,1,22,11,16,5,0,0,13
20940,0,0,0,0,0,0,-1,-1,-1,0,59,37,-1,-1,-1,0,0,0,48,8,0,0,7,0,54,9,9,27,5,0,30,1,0,45,0,5,20,0,12
21091,0,0,0,0,21,0,0,0,0,0,0,0,0,15,0,44,9,34,48,0,0,-1,-1,-1,0,0,9,0,42,34,0,1,22,0,16,5,-1,-1,-1
21254,0,0,0,0,0,25,0,0,0,37,0,0,11,15,45,13,0,0,59,0,13,0,0,98,-1,-1,-1,0,29,25,0,1,0,2,52,5,0,32,30
21686,0,0,0,0,0,0,0,0,0,0,45,0,0,15,4,0,11,0,48,9,0,35,26,13,71,0,9,-1,-1,-1,0,1,18,-1,-1,-1,20,0,28
21939,0,0,0,0,0,0,0,34,0,0,0,80,100000005,-1,100000005,0,0,34,48,0,0,39,0,13,0,0,9,0,0,0,0,1,22,1,16,5,-1,-1,-1
23609,0,0,0,-1,-1,-1,0,0,0,-1,-1,-1,0,15,74,0,31,34,48,0,23,0,18,0,100000005,-1,100000005,52,18,1,2,1,22,0,16,5,24,46,42
24940,0,0,0,0,0,17,68,26,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,48,9,0,0,0,0,7,0,9,0,35,47,0,1,18,-1,-1,-1,20,4,5
25064,0,89,0,0,0,0,0,0,0,0,5,12,0,15,45,0,0,11,0,78,0,100000003,100000003,0,46,13,66,0,73,0,0,1,20,15,53,5,0,32,8
25413,-1,-1,-1,0,0,45,-1,-1,-1,0,0,4,0,15,0,0,0,34,48,0,25,-1,-1,-1,0,0,9,34,0,24,0,1,22,-1,-1,-1,-1,-1,-1
25433,-1,-1,-1,0,0,1,0,59,23,0,0,0,1,15,45,-1,-1,-1,-1,-1,-1,100000003,100000003,0,-1,-1,-1,0,73,0,0,1,20,15,0,5,-1,-1,-1
