,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38
6724,0,0,0,1,0,0,-1,-1,-1,-1,-1,-1,0,100000006,100000006,0,0,0,0,0,0,0,0,53,0,0,5,67,100000006,100000006,100000005,-1,100000005,5,17,37,100000005,-1,100000005
8811,0,0,0,0,23,0,0,0,0,1,0,18,0,0,9,-1,-1,-1,0,0,0,23,0,0,0,57,2,76,0,9,0,68,23,5,42,9,9,100000006,100000006
10407,0,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,0,4,11,5,-1,-1,-1,0,68,0,5,0,0,0,1,3
11321,0,0,20,-1,-1,-1,0,0,0,1,0,81,0,0,9,-1,-1,-1,-1,-1,-1,0,0,0,-1,-1,-1,0,0,9,0,68,23,5,42,9,9,100000006,100000006
13569,0,0,4,0,0,67,-1,-1,-1,0,0,0,0,100000006,100000006,0,5,0,0,0,0,-1,-1,-1,0,0,45,39,41,0,-1,-1,-1,5,10,39,0,10,44
13659,0,0,8,66,0,0,8,17,0,0,100000006,100000006,0,0,0,24,0,0,0,22,0,50,0,0,-1,-1,-1,0,0,77,0,68,18,-1,-1,-1,100000003,100000003,6
14040,-1,-1,-1,0,23,0,-1,-1,-1,-1,-1,-1,0,0,0,0,83,0,0,15,0,15,0,0,0,0,0,0,20,9,6,68,0,5,42,31,9,80,67
14455,0,0,0,0,3,37,21,11,44,-1,-1,-1,0,100000006,100000006,-1,-1,-1,-1,-1,-1,0,53,65,68,0,0,39,41,0,0,68,13,5,0,90,10,10,3
14604,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,18,7,0,0,30,0,0,0,19,0,0,0,-1,-1,-1,0,68,2,78,46,40,34,100000006,100000006
14707,0,0,0,-1,-1,-1,0,0,0,0,8,0,0,63,0,16,0,0,0,0,0,21,0,32,-1,-1,-1,28,0,77,100000005,-1,100000005,5,0,9,0,0,0
16920,0,0,0,0,0,0,0,0,0,0,0,0,0,100000006,100000006,-1,-1,-1,-1,-1,-1,0,32,0,15,2,5,55,0,44,80,68,1,5,46,0,100000005,-1,100000005
19305,1,0,0,64,0,0,5,0,0,-1,-1,-1,0,0,0,0,7,9,0,30,5,100000005,-1,100000005,0,0,4,-1,-1,-1,79,68,2,-1,-1,-1,34,46,22
20256,0,0,0,30,0,0,57,0,0,0,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,100000003,100000003,0,3,0,77,-1,-1,-1,5,62,0,15,100000006,100000006
20694,0,0,0,0,100000006,100000006,0,0,0,0,2,22,100000005,-1,100000005,0,29,0,0,0,12,0,0,5,-1,-1,-1,0,0,77,0,68,0,5,5,14,100000003,100000003,0
20795,-1,-1,-1,6,0,0,0,0,0,0,0,0,0,0,0,0,56,0,0,0,0,0,10,2,-1,-1,-1,16,0,77,86,68,0,5,100000006,100000006,-1,-1,-1
21471,0,0,2,0,14,20,0,0,0,0,0,0,43,0,0,24,0,0,0,0,32,0,0,65,26,0,0,3,4,77,0,68,24,5,0,1,-1,-1,-1
22684,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,0,0,9,5,0,0,0,-1,-1,-1,6,68,56,5,0,0,53,83,0
22703,0,8,0,0,0,0,0,30,3,0,13,0,0,0,0,0,7,0,33,30,22,0,0,8,-1,-1,-1,-1,-1,-1,15,68,2,-1,-1,-1,34,4,73
23266,0,0,0,0,0,38,-1,-1,-1,21,0,39,16,100000006,100000006,0,0,0,-1,-1,-1,0,0,1,4,0,5,100000003,100000003,0,46,68,12,5,0,7,10,1,3
23444,-1,-1,-1,0,23,0,17,0,0,1,0,0,0,0,0,-1,-1,-1,0,15,0,0,34,0,0,13,0,0,0,9,-1,-1,-1,5,42,0,9,61,67
23621,0,0,0,0,23,0,52,13,0,1,0,0,-1,-1,-1,-1,-1,-1,0,0,0,0,36,9,0,41,12,3,0,9,0,68,33,5,42,16,9,15,13
23930,-1,-1,-1,0,0,0,0,0,3,83,0,0,-1,-1,-1,20,7,0,6,30,54,0,7,0,0,0,0,-1,-1,-1,68,68,2,69,23,50,34,0,5
24546,-1,-1,-1,0,0,0,21,11,0,-1,-1,-1,0,100000006,100000006,-1,-1,-1,0,0,0,2,0,0,47,33,0,39,0,7,19,68,4,-1,-1,-1,0,10,55
25134,0,0,0,0,0,0,0,0,0,0,0,0,54,0,0,0,83,0,-1,-1,-1,9,54,0,0,15,22,0,0,77,1,68,54,5,0,0,31,0,0
25241,0,8,28,0,0,0,0,0,3,0,13,56,0,0,0,19,7,3,0,30,0,-1,-1,-1,100000003,100000003,0,-1,-1,-1,15,68,2,78,100000006,100000006,34,4,73
25489,0,0,0,14,0,1,5,0,0,0,0,0,16,100000006,100000006,22,0,0,0,0,0,5,27,0,4,0,5,100000003,100000003,0,16,68,62,5,0,63,0,0,3
25492,0,0,2,0,0,0,0,33,0,-1,-1,-1,0,0,45,0,0,0,0,0,0,0,0,0,26,0,0,3,52,77,3,68,0,5,35,24,53,83,70
25624,0,0,0,4,0,0,0,9,0,0,0,0,0,100000006,100000006,0,6,1,-1,-1,-1,-1,-1,-1,22,0,5,0,17,4,-1,-1,-1,5,21,57,100000005,-1,100000005
26405,0,0,0,0,26,0,9,0,0,0,0,0,-1,-1,-1,100000005,-1,100000005,-1,-1,-1,0,0,17,-1,-1,-1,-1,-1,-1,20,68,2,5,44,32,0,83,0
27069,-1,-1,-1,0,23,0,52,0,0,1,0,1,0,0,0,-1,-1,-1,16,3,0,0,36,0,0,50,36,-1,-1,-1,-1,-1,-1,5,42,2,-1,-1,-1
27689,0,0,2,3,0,0,0,54,0,0,0,50,27,0,45,0,0,0,0,0,0,-1,-1,-1,26,0,0,3,24,77,0,68,0,5,0,6,53,83,70
27811,0,0,0,0,0,1,5,0,0,68,0,0,16,100000006,100000006,0,0,0,0,0,0,0,0,15,4,2,5,100000003,100000003,0,16,68,0,-1,-1,-1,3,0,3
28128,0,0,0,-1,-1,-1,5,0,8,71,28,39,16,100000006,100000006,10,0,0,-1,-1,-1,0,0,0,4,0,5,100000003,100000003,0,0,68,0,5,0,8,10,1,3
28265,1,0,5,0,0,4,0,0,0,-1,-1,-1,0,26,0,9,7,0,0,30,5,0,5,0,0,68,9,-1,-1,-1,6,68,2,47,27,0,34,100000006,100000006
28367,0,0,0,0,0,0,0,0,3,71,0,0,0,0,0,0,7,0,2,30,0,4,0,19,0,0,28,-1,-1,-1,0,68,2,78,35,40,34,0,18
29080,0,0,0,42,23,0,0,0,0,1,0,0,4,0,0,0,100000006,100000006,12,0,0,0,0,30,0,5,19,0,0,9,8,68,17,5,42,8,9,0,57
30478,0,0,8,0,0,0,0,17,2,-1,-1,-1,-1,-1,-1,24,7,0,0,22,0,0,11,0,-1,-1,-1,0,0,77,15,68,18,5,0,41,100000003,100000003,0
30637,0,0,0,0,0,0,2,0,3,-1,-1,-1,19,0,0,0,7,0,0,30,0,0,0,0,0,5,5,-1,-1,-1,0,68,2,-1,-1,-1,34,22,63
30662,0,0,8,0,0,0,0,17,0,-1,-1,-1,0,0,0,24,0,0,0,22,0,0,0,0,22,0,0,38,3,77,0,68,18,5,0,41,100000003,100000003,0
30746,0,0,0,0,23,67,52,0,0,1,0,35,0,0,0,-1,-1,-1,0,3,0,0,36,2,16,0,36,16,23,9,0,68,0,-1,-1,-1,9,35,0
30753,0,0,0,0,23,0,-1,-1,-1,1,0,0,3,0,0,-1,-1,-1,0,17,0,0,36,12,-1,-1,-1,3,0,9,0,68,8,5,42,16,9,15,67
30789,0,0,0,0,23,0,52,0,45,-1,-1,-1,0,0,24,-1,-1,-1,0,0,33,0,36,0,-1,-1,-1,3,38,9,34,68,4,-1,-1,-1,9,15,5
32147,1,0,0,64,0,0,5,0,0,0,0,0,0,0,0,0,7,9,74,30,5,100000005,-1,100000005,0,0,4,-1,-1,-1,79,68,2,0,0,3,34,46,22
32273,-1,-1,-1,0,0,0,0,0,63,-1,-1,-1,76,37,15,0,0,0,100000005,-1,100000005,-1,-1,-1,-1,-1,-1,41,0,77,3,68,0,5,73,0,-1,-1,-1
